ISBN,title,author,Year-Of-Publication,image
0312291639,The Nanny Diaries: A Novel,Emma McLaughlin,2003,http://images.amazon.com/images/P/0312291639.01.MZZZZZZZ.jpg
0345337662,Interview with the Vampire,Anne Rice,1993,http://images.amazon.com/images/P/0345337662.01.MZZZZZZZ.jpg
0345310594,Interview with the Vampire,Anne Rice,1981,http://images.amazon.com/images/P/0345310594.01.MZZZZZZZ.jpg
0345388968,How to Make an American Quilt,Whitney Otto,1994,http://images.amazon.com/images/P/0345388968.01.MZZZZZZZ.jpg
0345370805,How to Make an American Quilt,Whitney Otto,1992,http://images.amazon.com/images/P/0345370805.01.MZZZZZZZ.jpg
0679400702,How to Make an American Quilt,Whitney Otto,1991,http://images.amazon.com/images/P/0679400702.01.MZZZZZZZ.jpg
0345417623,Timeline,MICHAEL CRICHTON,2000,http://images.amazon.com/images/P/0345417623.01.MZZZZZZZ.jpg
0679444815,Timeline,Michael Crichton,1999,http://images.amazon.com/images/P/0679444815.01.MZZZZZZZ.jpg
061333633X,Timeline,Michael Crichton,2001,http://images.amazon.com/images/P/061333633X.01.MZZZZZZZ.jpg
3442451221,Timeline,Michael Crichton,2002,http://images.amazon.com/images/P/3442451221.01.MZZZZZZZ.jpg
0739406388,Timeline,Michael Crichton,0,http://images.amazon.com/images/P/0739406388.01.MZZZZZZZ.jpg
0345422392,Vittorio the Vampire: New Tales of the Vampires,Anne Rice,2001,http://images.amazon.com/images/P/0345422392.01.MZZZZZZZ.jpg
0375401601,Vittorio the Vampire: New Tales of the Vampires,Anne Rice,1999,http://images.amazon.com/images/P/0375401601.01.MZZZZZZZ.jpg
0345445848,Big Cherry Holler: A Big Stone Gap Novel (Ballantine Reader's Circle),Adriana Trigiani,2002,http://images.amazon.com/images/P/0345445848.01.MZZZZZZZ.jpg
0375705856,Plainsong (Vintage Contemporaries),KENT HARUF,2000,http://images.amazon.com/images/P/0375705856.01.MZZZZZZZ.jpg
0375706771,Midwives: A Novel,Chris Bohjalian,1998,http://images.amazon.com/images/P/0375706771.01.MZZZZZZZ.jpg
0375726403,Empire Falls,Richard Russo,2002,http://images.amazon.com/images/P/0375726403.01.MZZZZZZZ.jpg
0679432477,Empire Falls,RICHARD RUSSO,2001,http://images.amazon.com/images/P/0679432477.01.MZZZZZZZ.jpg
0380820293,Last Chance Saloon,Marian Keyes,2002,http://images.amazon.com/images/P/0380820293.01.MZZZZZZZ.jpg
0060086246,Last Chance Saloon,Marian Keyes,2003,http://images.amazon.com/images/P/0060086246.01.MZZZZZZZ.jpg
071814385X,Last Chance Saloon,Marian Keyes,1999,http://images.amazon.com/images/P/071814385X.01.MZZZZZZZ.jpg
0385335482,Confessions of a Shopaholic (Summer Display Opportunity),SOPHIE KINSELLA,2001,http://images.amazon.com/images/P/0385335482.01.MZZZZZZZ.jpg
0385335881,Shopaholic Takes Manhattan (Summer Display Opportunity),Sophie Kinsella,2002,http://images.amazon.com/images/P/0385335881.01.MZZZZZZZ.jpg
0425105334,The Talisman,Stephen King,1991,http://images.amazon.com/images/P/0425105334.01.MZZZZZZZ.jpg
0345444884,The Talisman,STEPHEN KING,2001,http://images.amazon.com/images/P/0345444884.01.MZZZZZZZ.jpg
0375507779,The Talisman,Stephen King,2001,http://images.amazon.com/images/P/0375507779.01.MZZZZZZZ.jpg
0425081818,The Talisman,Stephen King,1985,http://images.amazon.com/images/P/0425081818.01.MZZZZZZZ.jpg
042517736X,Abduction,Robin Cook,2000,http://images.amazon.com/images/P/042517736X.01.MZZZZZZZ.jpg
0373834063,Abduction,Patricia Potter,1999,http://images.amazon.com/images/P/0373834063.01.MZZZZZZZ.jpg
0373104359,Abduction,Charlotte Lamb,1981,http://images.amazon.com/images/P/0373104359.01.MZZZZZZZ.jpg
0440224675,Hannibal,Thomas Harris,2000,http://images.amazon.com/images/P/0440224675.01.MZZZZZZZ.jpg
038529929X,Hannibal,Thomas Harris,1999,http://images.amazon.com/images/P/038529929X.01.MZZZZZZZ.jpg
0434009407,Hannibal,Thomas Harris,0,http://images.amazon.com/images/P/0434009407.01.MZZZZZZZ.jpg
0446394521,Daisy Fay and the Miracle Man,Fannie Flagg,1992,http://images.amazon.com/images/P/0446394521.01.MZZZZZZZ.jpg
0446608653,The Alibi,Sandra Brown,2000,http://images.amazon.com/images/P/0446608653.01.MZZZZZZZ.jpg
0446519804,The Alibi,Sandra Brown,1999,http://images.amazon.com/images/P/0446519804.01.MZZZZZZZ.jpg
0446675059,The Honk and Holler Opening Soon,Billie Letts,1999,http://images.amazon.com/images/P/0446675059.01.MZZZZZZZ.jpg
0446521582,The Honk and Holler Opening Soon,Billie Letts,1998,http://images.amazon.com/images/P/0446521582.01.MZZZZZZZ.jpg
0553277472,Zen and the Art of Motorcycle Maintenance: An Inquiry into Values,ROBERT PIRSIG,1984,http://images.amazon.com/images/P/0553277472.01.MZZZZZZZ.jpg
0060958324,Zen and the Art of Motorcycle Maintenance: An Inquiry into Values,Robert M. Pirsig,2000,http://images.amazon.com/images/P/0060958324.01.MZZZZZZZ.jpg
0553582933,Winter Moon,Dean R. Koontz,2001,http://images.amazon.com/images/P/0553582933.01.MZZZZZZZ.jpg
0345386108,Winter Moon,Dean R. Koontz,1995,http://images.amazon.com/images/P/0345386108.01.MZZZZZZZ.jpg
0553800973,Body of Lies,IRIS JOHANSEN,2002,http://images.amazon.com/images/P/0553800973.01.MZZZZZZZ.jpg
0553582143,Body of Lies,IRIS JOHANSEN,2003,http://images.amazon.com/images/P/0553582143.01.MZZZZZZZ.jpg
0671002031,Temptation,Jude Deveraux,2000,http://images.amazon.com/images/P/0671002031.01.MZZZZZZZ.jpg
0373218974,Temptation,Nora Roberts,2003,http://images.amazon.com/images/P/0373218974.01.MZZZZZZZ.jpg
0743410181,Temptation,Jude Deveraux,2001,http://images.amazon.com/images/P/0743410181.01.MZZZZZZZ.jpg
0758204779,Temptation,Sherryl Woods,1996,http://images.amazon.com/images/P/0758204779.01.MZZZZZZZ.jpg
0380760061,Temptation,Catherine Hart,1992,http://images.amazon.com/images/P/0380760061.01.MZZZZZZZ.jpg
0345371291,Temptation,Cynthia Blair,1994,http://images.amazon.com/images/P/0345371291.01.MZZZZZZZ.jpg
0671673688,While My Pretty One Sleeps,Mary Higgins Clark,1990,http://images.amazon.com/images/P/0671673688.01.MZZZZZZZ.jpg
0679772677,A Civil Action,JONATHAN HARR,1996,http://images.amazon.com/images/P/0679772677.01.MZZZZZZZ.jpg
0394563492,A Civil Action,Jonathan Harr,1995,http://images.amazon.com/images/P/0394563492.01.MZZZZZZZ.jpg
0743418174,Good in Bed,Jennifer Weiner,2002,http://images.amazon.com/images/P/0743418174.01.MZZZZZZZ.jpg
0743418166,Good in Bed,Jennifer Weiner,2001,http://images.amazon.com/images/P/0743418166.01.MZZZZZZZ.jpg
0767905180,Jemima J: A Novel About Ugly Ducklings and Swans,Jane Green,2001,http://images.amazon.com/images/P/0767905180.01.MZZZZZZZ.jpg
0786881852,Don't Sweat the Small Stuff and It's All Small Stuff : Simple Ways to Keep the Little Things from Taking Over Your Life (Don't Sweat the Small Stuff Series),Richard Carlson,1997,http://images.amazon.com/images/P/0786881852.01.MZZZZZZZ.jpg
080411868X,"Welcome to the World, Baby Girl!",Fannie Flagg,1999,http://images.amazon.com/images/P/080411868X.01.MZZZZZZZ.jpg
0842329218,Tribulation Force: The Continuing Drama of Those Left Behind (Left Behind No. 2),Tim LaHaye,1997,http://images.amazon.com/images/P/0842329218.01.MZZZZZZZ.jpg
0842329242,Nicolae: The Rise of Antichrist (Left Behind No. 3),Tim F. Lahaye,1998,http://images.amazon.com/images/P/0842329242.01.MZZZZZZZ.jpg
089480829X,What to Expect When You're Expecting (Revised Edition),Arlene Eisenberg,1996,http://images.amazon.com/images/P/089480829X.01.MZZZZZZZ.jpg
1551668998,Beach House,Mary Alice Monroe,2002,http://images.amazon.com/images/P/1551668998.01.MZZZZZZZ.jpg
0590453866,Beach House,R. L. Stine,1992,http://images.amazon.com/images/P/0590453866.01.MZZZZZZZ.jpg
155874262X,Chicken Soup for the Soul (Chicken Soup for the Soul),Jack Canfield,1993,http://images.amazon.com/images/P/155874262X.01.MZZZZZZZ.jpg
1558744150,Chicken Soup for the Woman's Soul (Chicken Soup for the Soul Series (Paper)),Jack Canfield,1996,http://images.amazon.com/images/P/1558744150.01.MZZZZZZZ.jpg
8401422345,Fahrenheit 451,Ray Bradbury,1994,http://images.amazon.com/images/P/8401422345.01.MZZZZZZZ.jpg
0345342968,Fahrenheit 451,RAY BRADBURY,1987,http://images.amazon.com/images/P/0345342968.01.MZZZZZZZ.jpg
0345292340,Fahrenheit 451,Ray Bradbury,1979,http://images.amazon.com/images/P/0345292340.01.MZZZZZZZ.jpg
0345410017,Fahrenheit 451,RAY BRADBURY,1996,http://images.amazon.com/images/P/0345410017.01.MZZZZZZZ.jpg
0345274318,Fahrenheit 451,Bradbury,1977,http://images.amazon.com/images/P/0345274318.01.MZZZZZZZ.jpg
067187036X,Fahrenheit 451,Ray Bradbury,1993,http://images.amazon.com/images/P/067187036X.01.MZZZZZZZ.jpg
0060915544,The Bean Trees,Barbara Kingsolver,1989,http://images.amazon.com/images/P/0060915544.01.MZZZZZZZ.jpg
0061097314,The Bean Trees,Barbara Kingsolver,1998,http://images.amazon.com/images/P/0061097314.01.MZZZZZZZ.jpg
0060158638,The Bean Trees,Barbara Kingsolver,1988,http://images.amazon.com/images/P/0060158638.01.MZZZZZZZ.jpg
0060929871,Brave New World,Aldous Huxley,1998,http://images.amazon.com/images/P/0060929871.01.MZZZZZZZ.jpg
0060809833,Brave New World,Aldous Huxley,1989,http://images.amazon.com/images/P/0060809833.01.MZZZZZZZ.jpg
0060830956,Brave New World,Aldous Huxley,1984,http://images.amazon.com/images/P/0060830956.01.MZZZZZZZ.jpg
0001047973,Brave New World,Aldous Huxley,1999,http://images.amazon.com/images/P/0001047973.01.MZZZZZZZ.jpg
0156027321,Life of Pi,Yann Martel,2003,http://images.amazon.com/images/P/0156027321.01.MZZZZZZZ.jpg
0151008116,Life of Pi,Yann Martel,2002,http://images.amazon.com/images/P/0151008116.01.MZZZZZZZ.jpg
184195425X,Life of Pi,Yann Martel,2004,http://images.amazon.com/images/P/184195425X.01.MZZZZZZZ.jpg
0316899984,"River, Cross My Heart",Breena Clarke,1999,http://images.amazon.com/images/P/0316899984.01.MZZZZZZZ.jpg
0345424719,A Widow for One Year,JOHN IRVING,1999,http://images.amazon.com/images/P/0345424719.01.MZZZZZZZ.jpg
034543479X,A Widow for One Year,JOHN IRVING,2001,http://images.amazon.com/images/P/034543479X.01.MZZZZZZZ.jpg
037540290X,A Widow for One Year,John Irving,1998,http://images.amazon.com/images/P/037540290X.01.MZZZZZZZ.jpg
0375411550,The Bluest Eye,Toni Morrison,2000,http://images.amazon.com/images/P/0375411550.01.MZZZZZZZ.jpg
0375502238,Blessings,ANNA QUINDLEN,2002,http://images.amazon.com/images/P/0375502238.01.MZZZZZZZ.jpg
0440206529,Blessings,Belva Plain,1990,http://images.amazon.com/images/P/0440206529.01.MZZZZZZZ.jpg
0385297548,Blessings,Belva Plain,1989,http://images.amazon.com/images/P/0385297548.01.MZZZZZZZ.jpg
0345468694,Blessings,ANNA QUINDLEN,2004,http://images.amazon.com/images/P/0345468694.01.MZZZZZZZ.jpg
0739301047,Blessings,Anna Quindlen,2002,http://images.amazon.com/images/P/0739301047.01.MZZZZZZZ.jpg
037387233X,Blessings,Lois Richer,2003,http://images.amazon.com/images/P/037387233X.01.MZZZZZZZ.jpg
0375707972,The Reader,Bernhard Schlink,1999,http://images.amazon.com/images/P/0375707972.01.MZZZZZZZ.jpg
0679442790,The Reader,Bernhard Schlink,1997,http://images.amazon.com/images/P/0679442790.01.MZZZZZZZ.jpg
0679781307,The Reader,Carol Brown Janeway,1998,http://images.amazon.com/images/P/0679781307.01.MZZZZZZZ.jpg
0380730138,Vinegar Hill (Oprah's Book Club (Paperback)),A. Manette Ansay,1998,http://images.amazon.com/images/P/0380730138.01.MZZZZZZZ.jpg
0385319207,One True Thing,Anna Quindlen,1997,http://images.amazon.com/images/P/0385319207.01.MZZZZZZZ.jpg
044022103X,One True Thing,Anna Quindlen,1995,http://images.amazon.com/images/P/044022103X.01.MZZZZZZZ.jpg
067940712X,One True Thing,Anna Quindlen,1994,http://images.amazon.com/images/P/067940712X.01.MZZZZZZZ.jpg
0821739948,One True Thing,Greg Matthews,1992,http://images.amazon.com/images/P/0821739948.01.MZZZZZZZ.jpg
038533334X,Charming Billy,Alice McDermott,1999,http://images.amazon.com/images/P/038533334X.01.MZZZZZZZ.jpg
0374120803,Charming Billy,Alice McDermott,1998,http://images.amazon.com/images/P/0374120803.01.MZZZZZZZ.jpg
0965868850,Charming Billy,Alice Mcdermott,0,http://images.amazon.com/images/P/0965868850.01.MZZZZZZZ.jpg
0425176487,The Pull of the Moon,Elizabeth Berg,2000,http://images.amazon.com/images/P/0425176487.01.MZZZZZZZ.jpg
0515120898,The Pull of the Moon,Elizabeth Berg,1997,http://images.amazon.com/images/P/0515120898.01.MZZZZZZZ.jpg
0679449728,The Pull of the Moon,Elizabeth Berg,1996,http://images.amazon.com/images/P/0679449728.01.MZZZZZZZ.jpg
0452260116,Song of Solomon (Oprah's Book Club (Paperback)),Toni Morrison,1987,http://images.amazon.com/images/P/0452260116.01.MZZZZZZZ.jpg
0452282829,We Were the Mulvaneys,Joyce Carol Oates,1996,http://images.amazon.com/images/P/0452282829.01.MZZZZZZZ.jpg
0452283205,Falling Angels,Tracy Chevalier,2002,http://images.amazon.com/images/P/0452283205.01.MZZZZZZZ.jpg
1569471169,Falling Angels,Barbara Gowdy,1998,http://images.amazon.com/images/P/1569471169.01.MZZZZZZZ.jpg
0525945814,Falling Angels,Tracy Chevalier,2001,http://images.amazon.com/images/P/0525945814.01.MZZZZZZZ.jpg
0939149354,Falling Angels,Barbara Gowdy,1990,http://images.amazon.com/images/P/0939149354.01.MZZZZZZZ.jpg
0553275976,The Bonfire of the Vanities,Tom Wolfe,1988,http://images.amazon.com/images/P/0553275976.01.MZZZZZZZ.jpg
0374115370,The Bonfire of the Vanities,Tom Wolfe,1990,http://images.amazon.com/images/P/0374115370.01.MZZZZZZZ.jpg
0553381342,The Bonfire of the Vanities,TOM WOLFE,2001,http://images.amazon.com/images/P/0553381342.01.MZZZZZZZ.jpg
059035342X,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),J. K. Rowling,1999,http://images.amazon.com/images/P/059035342X.01.MZZZZZZZ.jpg
0670892963,Bridget Jones : The Edge of Reason,Helen Fielding,2000,http://images.amazon.com/images/P/0670892963.01.MZZZZZZZ.jpg
0671038184,Jewel,Bret Lott,1999,http://images.amazon.com/images/P/0671038184.01.MZZZZZZZ.jpg
0679437452,Range of Motion,Elizabeth Berg,1995,http://images.amazon.com/images/P/0679437452.01.MZZZZZZZ.jpg
0515119784,Range of Motion,Elizabeth Berg,1996,http://images.amazon.com/images/P/0515119784.01.MZZZZZZZ.jpg
042516876X,Range of Motion,Elizabeth Berg,2000,http://images.amazon.com/images/P/042516876X.01.MZZZZZZZ.jpg
068484267X,Angela's Ashes: A Memoir,Frank McCourt,1999,http://images.amazon.com/images/P/068484267X.01.MZZZZZZZ.jpg
068484477X,STONES FROM THE RIVER,Ursula Hegi,1997,http://images.amazon.com/images/P/068484477X.01.MZZZZZZZ.jpg
0684800357,STONES FROM THE RIVER,Ursula Hegi,1995,http://images.amazon.com/images/P/0684800357.01.MZZZZZZZ.jpg
0786866276,Mother of Pearl,Melinda Haynes,1999,http://images.amazon.com/images/P/0786866276.01.MZZZZZZZ.jpg
0743431030,Mother of Pearl,Melinda Haynes,2001,http://images.amazon.com/images/P/0743431030.01.MZZZZZZZ.jpg
0606191283,Mother of Pearl,Melinda Haynes,2000,http://images.amazon.com/images/P/0606191283.01.MZZZZZZZ.jpg
0802139256,Peace Like a River,Leif Enger,2002,http://images.amazon.com/images/P/0802139256.01.MZZZZZZZ.jpg
087113795X,Peace Like a River,Leif Enger,2001,http://images.amazon.com/images/P/087113795X.01.MZZZZZZZ.jpg
0060987561,I Know This Much Is True,Wally Lamb,1999,http://images.amazon.com/images/P/0060987561.01.MZZZZZZZ.jpg
0965605914,I Know This Much Is True,Wally Lamb,0,http://images.amazon.com/images/P/0965605914.01.MZZZZZZZ.jpg
0694519405,I Know This Much Is True,Wally Lamb,1998,http://images.amazon.com/images/P/0694519405.01.MZZZZZZZ.jpg
0312195516,The Red Tent (Bestselling Backlist),Anita Diamant,1998,http://images.amazon.com/images/P/0312195516.01.MZZZZZZZ.jpg
0312243022,The Hours : A Novel,Michael Cunningham,2000,http://images.amazon.com/images/P/0312243022.01.MZZZZZZZ.jpg
0374172897,The Hours : A Novel,Michael Cunningham,1998,http://images.amazon.com/images/P/0374172897.01.MZZZZZZZ.jpg
0312282990,The Amazing Adventures of Kavalier &amp; Clay,Michael Chabon,2001,http://images.amazon.com/images/P/0312282990.01.MZZZZZZZ.jpg
0446670251,The Virgin Suicides,Jeffrey Eugenides,1994,http://images.amazon.com/images/P/0446670251.01.MZZZZZZZ.jpg
061328125X,The Virgin Suicides,Jeffrey Eugenides,2000,http://images.amazon.com/images/P/061328125X.01.MZZZZZZZ.jpg
0679746048,"Girl, Interrupted",SUSANNA KAYSEN,1994,http://images.amazon.com/images/P/0679746048.01.MZZZZZZZ.jpg
0613377176,"Girl, Interrupted",Susanna Kaysen,1994,http://images.amazon.com/images/P/0613377176.01.MZZZZZZZ.jpg
0679423664,"Girl, Interrupted",Susanna Kaysen,1993,http://images.amazon.com/images/P/0679423664.01.MZZZZZZZ.jpg
0871136791,Cold Mountain,Charles Frazier,1997,http://images.amazon.com/images/P/0871136791.01.MZZZZZZZ.jpg
0739308920,Cold Mountain,CHARLES FRAZIER,2003,http://images.amazon.com/images/P/0739308920.01.MZZZZZZZ.jpg
0375402926,Cold Mountain,CHARLES FRAZIER,1998,http://images.amazon.com/images/P/0375402926.01.MZZZZZZZ.jpg
1573227331,About a Boy,Nick Hornby,1999,http://images.amazon.com/images/P/1573227331.01.MZZZZZZZ.jpg
0140285679,About a Boy,Nick Hornby,2002,http://images.amazon.com/images/P/0140285679.01.MZZZZZZZ.jpg
1573220876,About a Boy,Nick Hornby,1998,http://images.amazon.com/images/P/1573220876.01.MZZZZZZZ.jpg
0140293450,About a Boy,Nick Hornby,2000,http://images.amazon.com/images/P/0140293450.01.MZZZZZZZ.jpg
1573228214,High Fidelity,Nick Hornby,2000,http://images.amazon.com/images/P/1573228214.01.MZZZZZZZ.jpg
1573225517,High Fidelity,Nick Hornby,1996,http://images.amazon.com/images/P/1573225517.01.MZZZZZZZ.jpg
1573220167,High Fidelity,Nick Hornby,1995,http://images.amazon.com/images/P/1573220167.01.MZZZZZZZ.jpg
0140295569,High Fidelity,Nick Hornby,2001,http://images.amazon.com/images/P/0140295569.01.MZZZZZZZ.jpg
1573229326,How to Be Good,Nick Hornby,2002,http://images.amazon.com/images/P/1573229326.01.MZZZZZZZ.jpg
1573221937,How to Be Good,Nick Hornby,2001,http://images.amazon.com/images/P/1573221937.01.MZZZZZZZ.jpg
0060938455,Fast Food Nation: The Dark Side of the All-American Meal,Eric Schlosser,2002,http://images.amazon.com/images/P/0060938455.01.MZZZZZZZ.jpg
006101351X,The Perfect Storm : A True Story of Men Against the Sea,Sebastian Junger,1998,http://images.amazon.com/images/P/006101351X.01.MZZZZZZZ.jpg
0060977477,The Perfect Storm : A True Story of Men Against the Sea,Sebastian Junger,1999,http://images.amazon.com/images/P/0060977477.01.MZZZZZZZ.jpg
0064407667,"The Bad Beginning (A Series of Unfortunate Events, Book 1)",Lemony Snicket,1999,http://images.amazon.com/images/P/0064407667.01.MZZZZZZZ.jpg
0060518286,"The Bad Beginning (A Series of Unfortunate Events, Book 1)",Lemony Snicket,2003,http://images.amazon.com/images/P/0060518286.01.MZZZZZZZ.jpg
0064407675,"The Reptile Room (A Series of Unfortunate Events, Book 2)",Lemony Snicket,1999,http://images.amazon.com/images/P/0064407675.01.MZZZZZZZ.jpg
0156007479,Slammerkin,Emma Donoghue,2002,http://images.amazon.com/images/P/0156007479.01.MZZZZZZZ.jpg
0151006725,Slammerkin,Emma Donoghue,2001,http://images.amazon.com/images/P/0151006725.01.MZZZZZZZ.jpg
1860498280,Slammerkin,Emma Donoghue,2000,http://images.amazon.com/images/P/1860498280.01.MZZZZZZZ.jpg
0156028778,The Crimson Petal and the White,Michel Faber,2003,http://images.amazon.com/images/P/0156028778.01.MZZZZZZZ.jpg
015100692X,The Crimson Petal and the White,Michel Faber,2002,http://images.amazon.com/images/P/015100692X.01.MZZZZZZZ.jpg
0312980140,Seven Up (A Stephanie Plum Novel),Janet Evanovich,2002,http://images.amazon.com/images/P/0312980140.01.MZZZZZZZ.jpg
0312265840,Seven Up (A Stephanie Plum Novel),Janet Evanovich,2001,http://images.amazon.com/images/P/0312265840.01.MZZZZZZZ.jpg
0312983271,Full House (Janet Evanovich's Full Series),Janet Evanovich,2002,http://images.amazon.com/images/P/0312983271.01.MZZZZZZZ.jpg
034540288X,The Lost World,Michael Crichton,1996,http://images.amazon.com/images/P/034540288X.01.MZZZZZZZ.jpg
0613012631,The Lost World,Michael Crichton,1999,http://images.amazon.com/images/P/0613012631.01.MZZZZZZZ.jpg
1855494892,The Lost World,Arthur Conan Doyle,2001,http://images.amazon.com/images/P/1855494892.01.MZZZZZZZ.jpg
0020697406,The Lost World,Randall Jarrell,1985,http://images.amazon.com/images/P/0020697406.01.MZZZZZZZ.jpg
0812967259,The Lost World,ARTHUR CONAN DOYLE,2003,http://images.amazon.com/images/P/0812967259.01.MZZZZZZZ.jpg
0345427637,The Angel of Darkness,Caleb Carr,1998,http://images.amazon.com/images/P/0345427637.01.MZZZZZZZ.jpg
0679435328,The Angel of Darkness,Caleb Carr,1997,http://images.amazon.com/images/P/0679435328.01.MZZZZZZZ.jpg
0345465083,Seabiscuit,LAURA HILLENBRAND,2003,http://images.amazon.com/images/P/0345465083.01.MZZZZZZZ.jpg
0380717018,Body of Evidence (Kay Scarpetta Mysteries (Paperback)),Patricia D. Cornwell,1992,http://images.amazon.com/images/P/0380717018.01.MZZZZZZZ.jpg
0380718340,Cruel &amp; Unusual (Kay Scarpetta Mysteries (Paperback)),Patricia D. Cornwell,1994,http://images.amazon.com/images/P/0380718340.01.MZZZZZZZ.jpg
0380813815,"Lamb : The Gospel According to Biff, Christ's Childhood Pal",Christopher Moore,2003,http://images.amazon.com/images/P/0380813815.01.MZZZZZZZ.jpg
0385471432,The Wedding,Dorothy West,1995,http://images.amazon.com/images/P/0385471432.01.MZZZZZZZ.jpg
0446532452,The Wedding,Nicholas Sparks,2003,http://images.amazon.com/images/P/0446532452.01.MZZZZZZZ.jpg
0340493593,The Wedding,Yann Queffelec,1989,http://images.amazon.com/images/P/0340493593.01.MZZZZZZZ.jpg
0440236851,The Wedding,Danielle Steel,2001,http://images.amazon.com/images/P/0440236851.01.MZZZZZZZ.jpg
0671870998,The Wedding,Julie Garwood,1996,http://images.amazon.com/images/P/0671870998.01.MZZZZZZZ.jpg
038531437X,The Wedding,Danielle Steel,2000,http://images.amazon.com/images/P/038531437X.01.MZZZZZZZ.jpg
0385471440,The Wedding,Dorothy West,1996,http://images.amazon.com/images/P/0385471440.01.MZZZZZZZ.jpg
0743467213,The Wedding,Julie Garwood,2003,http://images.amazon.com/images/P/0743467213.01.MZZZZZZZ.jpg
0385475721,The Blind Assassin,Margaret Atwood,2000,http://images.amazon.com/images/P/0385475721.01.MZZZZZZZ.jpg
0385720955,The Blind Assassin,Margaret Atwood,2001,http://images.amazon.com/images/P/0385720955.01.MZZZZZZZ.jpg
0385479565,The Hot Zone,Richard Preston,1995,http://images.amazon.com/images/P/0385479565.01.MZZZZZZZ.jpg
0679430946,The Hot Zone,Richard Preston,1994,http://images.amazon.com/images/P/0679430946.01.MZZZZZZZ.jpg
0385495226,The Hot Zone,Richard Preston,1999,http://images.amazon.com/images/P/0385495226.01.MZZZZZZZ.jpg
038550926X,The Devil Wears Prada : A Novel,LAUREN WEISBERGER,2003,http://images.amazon.com/images/P/038550926X.01.MZZZZZZZ.jpg
0767914767,The Devil Wears Prada : A Novel,LAUREN WEISBERGER,2004,http://images.amazon.com/images/P/0767914767.01.MZZZZZZZ.jpg
0399138250,Without Remorse,Tom Clancy,1993,http://images.amazon.com/images/P/0399138250.01.MZZZZZZZ.jpg
0425143325,Without Remorse,Tom Clancy,2004,http://images.amazon.com/images/P/0425143325.01.MZZZZZZZ.jpg
0425097722,Fatherhood,Bill Cosby,1994,http://images.amazon.com/images/P/0425097722.01.MZZZZZZZ.jpg
0385234104,Fatherhood,Bill Cosby,1986,http://images.amazon.com/images/P/0385234104.01.MZZZZZZZ.jpg
0440235162,The Smoke Jumper,Nicholas Evans,2002,http://images.amazon.com/images/P/0440235162.01.MZZZZZZZ.jpg
0385334036,The Smoke Jumper,Nicholas Evans,2001,http://images.amazon.com/images/P/0385334036.01.MZZZZZZZ.jpg
0440241162,Nerd in Shining Armor,Vicki Lewis Thompson,2003,http://images.amazon.com/images/P/0440241162.01.MZZZZZZZ.jpg
0440414806,Holes (Yearling Newbery),LOUIS SACHAR,2000,http://images.amazon.com/images/P/0440414806.01.MZZZZZZZ.jpg
0446532231,"Dude, Where's My Country?",Michael Moore,2003,http://images.amazon.com/images/P/0446532231.01.MZZZZZZZ.jpg
0446693790,"Dude, Where's My Country?",Michael Moore,2004,http://images.amazon.com/images/P/0446693790.01.MZZZZZZZ.jpg
0446604666,Sick Puppy,Carl Hiaasen,2001,http://images.amazon.com/images/P/0446604666.01.MZZZZZZZ.jpg
0679454454,Sick Puppy,Carl Hiaasen,2000,http://images.amazon.com/images/P/0679454454.01.MZZZZZZZ.jpg
0446610399,The Rescue,Nicholas Sparks,2001,http://images.amazon.com/images/P/0446610399.01.MZZZZZZZ.jpg
0446525502,The Rescue,Nicholas Sparks,2000,http://images.amazon.com/images/P/0446525502.01.MZZZZZZZ.jpg
0553563475,The Rescue,Suzanne Robinson,1998,http://images.amazon.com/images/P/0553563475.01.MZZZZZZZ.jpg
0449221490,L Is for Lawless,Sue Grafton,1996,http://images.amazon.com/images/P/0449221490.01.MZZZZZZZ.jpg
0449702545,Homecoming,Cynthia Voigt,1990,http://images.amazon.com/images/P/0449702545.01.MZZZZZZZ.jpg
0385319800,Homecoming,Belva Plain,1997,http://images.amazon.com/images/P/0385319800.01.MZZZZZZZ.jpg
0440225272,Homecoming,Belva Plain,1998,http://images.amazon.com/images/P/0440225272.01.MZZZZZZZ.jpg
0449700895,Homecoming,Cynthia Voigt,1983,http://images.amazon.com/images/P/0449700895.01.MZZZZZZZ.jpg
0689851324,Homecoming,Cynthia Voigt,2002,http://images.amazon.com/images/P/0689851324.01.MZZZZZZZ.jpg
0425135039,Homecoming,Matthew J. Costello,1992,http://images.amazon.com/images/P/0425135039.01.MZZZZZZZ.jpg
0449231666,Homecoming,N. Lofts,1977,http://images.amazon.com/images/P/0449231666.01.MZZZZZZZ.jpg
1568652895,Homecoming,Janet Dailey,1997,http://images.amazon.com/images/P/1568652895.01.MZZZZZZZ.jpg
0451196856,The Most Wanted,Jacquelyn Mitchard,1999,http://images.amazon.com/images/P/0451196856.01.MZZZZZZZ.jpg
0670878847,The Most Wanted,Jacquelyn Mitchard,1998,http://images.amazon.com/images/P/0670878847.01.MZZZZZZZ.jpg
0451203895,4 Blondes,Candace Bushnell,2002,http://images.amazon.com/images/P/0451203895.01.MZZZZZZZ.jpg
0553260111,The Bourne Identity,Robert Ludlum,1984,http://images.amazon.com/images/P/0553260111.01.MZZZZZZZ.jpg
